word,brand,frequency,analysis
filters,HUL Pureit,13,Negative
fine,Havells,13,Positive
fine,Livpure,13,Positive
give,Aquaguard,13,Negative
go,AO Smith,13,Positive
good,AQUA D PURE,13,Negative
good,Havells,13,Negative
good,Kinsco,13,Negative
good,RAMA,13,Negative
guard,Aquaguard,13,Positive
guy,HUL Pureit,13,Positive
high,KENT,13,Negative
installation,DHANVI AquaFresh,13,Positive
installation,R.K. AQUA FRESH INDIA,13,Positive
issues,AO Smith,13,Positive
issues,Kinsco,13,Positive
last,KENT,13,Positive
like,Faber,13,Positive
looks,HUL Pureit,13,Positive
lower,KENT,13,Negative
money,AO Smith,13,Positive
much,Kinsco,13,Positive
need,Aquaguard,13,Positive
pathetic,KENT,13,Negative
pay,KENT,13,Negative
process,HUL Pureit,13,Positive
product,Generic,13,Negative
properly,Aquaguard,13,Negative
purification,AO Smith,13,Positive
received,KENT,13,Negative
recommend,Kinsco,13,Positive
recommended,Kinsco,13,Positive
request,Aquaguard,13,Negative
return,Livpure,13,Negative
review,KENT,13,Negative
ro,AquaDart,13,Positive
ro,KENT,13,Neutral
started,KENT,13,Negative
still,KENT,13,Negative
take,Aquaguard,13,Negative
takes,KENT,13,Negative
tank,Kinsco,13,Positive
tank,Livpure,13,Positive
taste,PEORE,13,Positive
team,AQUA D PURE,13,Positive
team,Kinsco,13,Positive
team,Livpure,13,Positive
thanks,HUL Pureit,13,Positive
time,Havells,13,Positive
time,V-Guard,13,Positive
u,Aquaguard,13,Negative
u,KENT,13,Positive
uf,KENT,13,Negative
urban,Native by UC,13,Positive
visit,KENT,13,Negative
warranty,Havells,13,Negative
water,R.K. AQUA FRESH INDIA,13,Positive
week,KENT,13,Negative
work,HUL Pureit,13,Positive
working,Aquatec plus,13,Positive
working,AQUAULTRA,13,Negative
worst,Havells,13,Negative
worth,AQUA D PURE,13,Positive
worth,Aquaguard,13,Positive
would,Aquaguard,13,Positive
would,HUL Pureit,13,Positive
year,KENT,13,Neutral
,KENT,12,Neutral
15,Aquaguard,12,Negative
20,Aquaguard,12,Negative
5,KENT,12,Positive
also,V-Guard,12,Positive
always,KENT,12,Negative
another,Aquaguard,12,Negative
another,KENT,12,Negative
app,Aquaguard,12,Negative
aqua,AQUA D PURE,12,Positive
asked,KENT,12,Negative
back,Aquaguard,12,Negative
better,HUL Pureit,12,Positive
better,Kinsco,12,Positive
better,RAMA,12,Positive
bought,Livpure,12,Positive
brand,Aquaguard,12,Positive
buy,Kinsco,12,Negative
came,Livpure,12,Positive
candle,RAMA,12,Negative
company,Native by UC,12,Negative
could,Faber,12,Positive
customer,HUL Pureit,12,Positive
customer,Native by UC,12,Positive
days,AQUA D PURE,12,Positive
delivered,KENT,12,Positive
delivery,AQUA D PURE,12,Positive
delivery,KENT,12,Negative
didn't,Aquaguard,12,Negative
disappointed,KENT,12,Negative
drinking,Aquaguard,12,Positive
due,KENT,12,Negative
excellent,V-Guard,12,Positive
far,AO Smith,12,Positive
far,Kinsco,12,Positive
fast,Kinsco,12,Positive
feature,Havells,12,Positive
filtered,KENT,12,Negative
fine,AO Smith,12,Positive
fine,HUL Pureit,12,Positive
getting,KENT,12,Negative
got,KENT,12,Positive
great,V-Guard,12,Positive
guard,V-Guard,12,Positive
hai,Livpure,12,Positive
hul,HUL Pureit,12,Positive
installation,AO Smith,12,Negative
issues,Aquaguard,12,Positive
leakage,HUL Pureit,12,Negative
liked,HUL Pureit,12,Positive
looks,Livpure,12,Positive
looks,Native by UC,12,Positive
model,Aquaguard,12,Negative
months,AQUA D PURE,12,Positive
months,Faber,12,Negative
next,HUL Pureit,12,Positive
nice,AQUA FRISCH,12,Positive
nice,Aquatec plus,12,Positive
nice,V-Guard,12,Positive
ok,Aquaguard,12,Positive
overall,AQUA D PURE,12,Positive
overall,KENT,12,Positive
part,Aquaguard,12,Positive
people,KENT,12,Negative
perfect,Aquaguard,12,Positive
price,HUL Pureit,12,Positive
price,KENT,12,Positive
price,RAMA,12,Positive
product,Native by UC,12,Negative
provided,HUL Pureit,12,Positive
pure,AQUA D PURE,12,Positive
pure,Livpure,12,Positive
purification,Kinsco,12,Positive
quality,PEORE,12,Positive
quality,RAMA,12,Negative
request,Aquaguard,12,Positive
return,Aquaguard,12,Negative
ro,AQUAULTRA,12,Positive
ro,V-Guard,12,Positive
rupees,KENT,12,Negative
satisfied,Kinsco,12,Positive
satisfied,PROVEN,12,Positive
saying,Aquaguard,12,Negative
sediment,KENT,12,Negative
service,Native by UC,12,Negative
service,PROVEN,12,Negative
shahal,V-Guard,12,Positive
sink,AO Smith,12,Positive
stopped,Livpure,12,Negative
storage,PROVEN,12,Positive
support,KENT,12,Positive
support,Livpure,12,Positive
tap,Aquaguard,12,Negative
team,Aquaguard,12,Positive
technician,HUL Pureit,12,Negative
till,Kinsco,12,Positive
time,AO Smith,12,Positive
top,RAMA,12,Positive
two,Aquaguard,12,Positive
unit,Aquaguard,12,Negative
use,Havells,12,Positive
using,Aquaguard,12,Negative
using,Livpure,12,Negative
visit,Livpure,12,Negative
within,Livpure,12,Negative
without,HUL Pureit,12,Positive
work,Aquaguard,12,Negative
work,Aquaguard,12,Positive
working,AQUA D PURE,12,Negative
works,KENT,12,Positive
,AQUA D PURE,11,Negative
3,HUL Pureit,11,Positive
6,Aquaguard,11,Positive
also,Faber,11,Positive
amazing,Kinsco,11,Positive
amc,Native by UC,11,Positive
aqua,Aquaguard,11,Negative
bad,KENT,11,Positive
bottom,KENT,11,Positive
bought,HUL Pureit,11,Positive
change,HUL Pureit,11,Negative
changing,KENT,11,Negative
cleaning,KENT,11,Negative
coming,KENT,11,Negative
connect,Aquaguard,11,Negative
cost,Havells,11,Positive
could,AQUA D PURE,11,Negative
could,Aquaguard,11,Negative
covered,KENT,11,Negative
customer,AO Smith,11,Positive
customer,Faber,11,Negative
day,AQUA D PURE,11,Positive
day,PROVEN,11,Positive
delivery,Livpure,11,Positive
design,Kinsco,11,Positive
doesn't,Aquaguard,11,Negative
don’t,KENT,11,Negative
done,Kinsco,11,Positive
don't,Aquaguard,11,Positive
experience,AO Smith,11,Positive
experience,Aquaguard,11,Positive
explained,HUL Pureit,11,Positive
family,Kinsco,11,Positive
faulty,Aquaguard,11,Negative
filter,AQUA D PURE,11,Negative
filter,Faber,11,Negative
first,KENT,11,Negative
free,HUL Pureit,11,Positive
friendly,Kinsco,11,Positive
full,PROVEN,11,Positive
getting,Livpure,11,Positive
go,Aquaguard,11,Positive
gravity,KENT,11,Positive
gravity,RAMA,11,Positive
guard,Aquaguard,11,Negative
guy,KENT,11,Negative
hassle,HUL Pureit,11,Positive
hours,HUL Pureit,11,Positive
install,Kinsco,11,Positive
installed,PROVEN,11,Positive
it’s,Aquaguard,11,Positive
like,RAMA,11,Positive
loaded,AQUA D PURE,11,Negative
local,KENT,11,Negative
looks,Havells,11,Positive
looks,Kinsco,11,Positive
low,Aquaguard,11,Negative
low,PROVEN,11,Positive
machine,HUL Pureit,11,Negative
media,AQUA D PURE,11,Negative
model,Aquaguard,11,Positive
new,Aquaguard,11,Positive
nice,RAMA,11,Positive
number,Aquaguard,11,Negative
one,AQUA D PURE,11,Negative
one,AquaDart,11,Positive
per,Aquaguard,11,Positive
period,KENT,11,Negative
person,KENT,11,Positive
plastic,KENT,11,Negative
point,Aquaguard,11,Positive
polite,HUL Pureit,11,Positive
price,Aquatec plus,11,Positive
problem,HUL Pureit,11,Negative
product,RAMA,11,Negative
product,ROYAL AQUAFRESH,11,Negative
products,Kinsco,11,Positive
purchase,Kinsco,11,Positive
purchased,Kinsco,11,Positive
purification,Livpure,11,Positive
purifier,Faber,11,Positive
purifier,KENT,11,Neutral
quality,DHANVI AquaFresh,11,Positive
quick,PROVEN,11,Positive
reasonable,PROVEN,11,Positive
regret,KENT,11,Negative
replaced,HUL Pureit,11,Negative
ro,Havells,11,Negative
rs,Aquaguard,11,Positive
satisfied,AQUA D PURE,11,Positive
several,Aquaguard,11,Negative
slow,KENT,11,Positive
smooth,Aquaguard,11,Positive
stainless,RAMA,11,Positive
storage,KENT,11,Negative
support,Aquaguard,11,Positive
support,Livpure,11,Negative
system,KENT,11,Positive
tank,Havells,11,Positive
tank,PROVEN,11,Positive
taste,AQUAULTRA,11,Positive
tds,AQUA D PURE,11,Positive
team,AO Smith,11,Positive
team,KENT,11,Negative
technician,Faber,11,Positive
thanks,Kinsco,11,Positive
thing,Aquaguard,11,Positive
till,Aquaguard,11,Negative
time,HUL Pureit,11,Neutral
timely,HUL Pureit,11,Positive
used,KENT,11,Positive
using,HUL Pureit,11,Positive
value,Livpure,11,Positive
wall,KENT,11,Negative
warranty,Livpure,11,Positive
water,Aquadpure,11,Negative
water,AQUAULTRA,11,Negative
within,Faber,11,Negative
within,Livpure,11,Positive
worth,AO Smith,11,Positive
year,HUL Pureit,11,Negative
,Faber,10,Positive
&,Aquaguard,10,Positive
1,Kinsco,10,Positive
4,Livpure,10,Negative
6,Havells,10,Positive
7,KENT,10,Negative
acmc,Livpure,10,Positive
affordable,PROVEN,10,Positive
alkaline,Havells,10,Positive
almost,KENT,10,Negative
also,AQUAULTRA,10,Positive
amazing,Aquaguard,10,Positive
amc,Havells,10,Positive
around,HUL Pureit,10,Negative
avoid,Aquaguard,10,Negative
bad,AQUA D PURE,10,Negative
buy,Faber,10,Negative
called,Livpure,10,Negative
cancel,Livpure,10,Positive
candle,RAMA,10,Positive
can't,KENT,10,Negative
capacity,AO Smith,10,Positive
charged,KENT,10,Negative
comes,KENT,10,Negative
company,PROVEN,10,Positive
company,RAMA,10,Positive
copper,Kinsco,10,Positive
cost,HUL Pureit,10,Negative
costly,KENT,10,Negative
could,AQUA D PURE,10,Neutral
customer,RAMA,10,Positive
customers,KENT,10,Negative
damage,KENT,10,Negative
day,Aquaguard,10,Negative
days,HUL Pureit,10,Negative
days,HUL Pureit,10,Positive
days,Kinsco,10,Positive
definition,Aquaguard,10,Positive
delivered,Aquaguard,10,Negative
didn't,Livpure,10,Negative
doesn't,KENT,10,Negative
don’t,Aquaguard,10,Negative
done,AQUA D PURE,10,Neutral
don't,HUL Pureit,10,Positive
drinking,AO Smith,10,Positive
easy,Livpure,10,Positive
end,Aquaguard,10,Negative
even,Livpure,10,Positive
every,HUL Pureit,10,Negative
everything,HUL Pureit,10,Positive
expected,Aquaguard,10,Positive
experience,KENT,10,Positive
far,KENT,10,Negative
filter,AQUA LIBRA WITH DEVICE,10,Positive
filtering,KENT,10,Positive
filters,HUL Pureit,10,Positive
first,HUL Pureit,10,Positive
first,KENT,10,Positive
fit,Aquaguard,10,Positive
free,Aquaguard,10,Negative
friendly,AQUA D PURE,10,Positive
full,KENT,10,Positive
get,Aquaguard,10,Positive
give,KENT,10,Negative
given,Livpure,10,Positive
giving,Aquaguard,10,Negative
great,AQUA D PURE,10,Positive
high,RAMA,10,Positive
highly,HUL Pureit,10,Positive
home,KENT,10,Positive
hul,HUL Pureit,10,Negative
install,HUL Pureit,10,Positive
installation,Aquadpure,10,Positive
installation,Native by UC,10,Negative
installation,ROYAL AQUAFRESH,10,Positive
issues,KENT,10,Negative
issues,Livpure,10,Negative
it’s,AO Smith,10,Positive
keep,KENT,10,Negative
kitchen,KENT,10,Positive
know,KENT,10,Negative
last,AQUA D PURE,10,Positive
leaking,KENT,10,Negative
less,Livpure,10,Positive
loaded,AQUA D PURE,10,Neutral
loaded,Faber,10,Positive
looking,Aquaguard,10,Positive
low,Livpure,10,Positive
machine,Aquaguard,10,Positive
machine,Havells,10,Positive
media,AQUA D PURE,10,Neutral
media,Faber,10,Positive
money,HUL Pureit,10,Negative
month,Livpure,10,Positive
much,KENT,10,Negative
must,PROVEN,10,Positive
new,Livpure,10,Positive
nice,AquaDart,10,Positive
nice,R.K. AQUA FRESH INDIA,10,Positive
overall,Native by UC,10,Positive
part,KENT,10,Positive
people,Aquaguard,10,Negative
please,HUL Pureit,10,Negative
problem,Havells,10,Negative
problem,KENT,10,Positive
process,KENT,10,Positive
product,All India Group,10,Negative
product,HOME-PRO,10,Positive
product,PROVEN,10,Neutral
product,V-Guard,10,Negative
providing,Aquaguard,10,Negative
purification,KENT,10,Positive
purifier,HUL Pureit,10,Negative
quality,AQUA D PURE,10,Negative
quality,V-Guard,10,Positive
quick,Livpure,10,Positive
r,Livpure,10,Positive
raised,Aquaguard,10,Negative
really,Havells,10,Positive
really,KENT,10,Negative
recommend,Aquaguard,10,Negative
recommend,Aquaguard,10,Positive
recommend,KENT,10,Positive
repair,Aquaguard,10,Positive
return,KENT,10,Positive
review,Aquaguard,10,Positive
review,KENT,10,Positive
review,Kinsco,10,Positive
review,Livpure,10,Positive
sales,KENT,10,Negative
satisfied,HUL Pureit,10,Positive
say,Aquaguard,10,Positive
service,DHANVI AquaFresh,10,Positive
still,HUL Pureit,10,Negative
storage,AO Smith,10,Positive
superb,Livpure,10,Positive
support,KENT,10,Negative
take,KENT,10,Positive
tap,Aquaguard,10,Positive
tap,RAMA,10,Negative
taste,HUL Pureit,10,Negative
taste,RAMA,10,Positive
tds,Faber,10,Positive
tds,Native by UC,10,Negative
team,PROVEN,10,Positive
technician,Native by UC,10,Positive
thank,Livpure,10,Positive
thanks,KENT,10,Positive
till,Livpure,10,Positive
time,Native by UC,10,Positive
times,Livpure,10,Negative
use,AQUA D PURE,10,Positive
use,RAMA,10,Positive
used,KENT,10,Negative
uv,KENT,10,Negative
warranty,HUL Pureit,10,Negative
waste,KENT,10,Positive
week,Aquaguard,10,Negative
within,KENT,10,Positive
working,Havells,10,Negative
year,HUL Pureit,10,Positive
years,Native by UC,10,Positive
,Faber,9,Negative
'-,Faber,9,Positive
&,AQUA D PURE,9,Positive
&,Havells,9,Positive
&,HUL Pureit,9,Negative
&,Livpure,9,Negative
1,Livpure,9,Positive
15,Livpure,9,Negative
2,AO Smith,9,Positive
2,RAMA,9,Positive
4,Havells,9,Positive
5,Livpure,9,Positive
according,Aquaguard,9,Positive
alkaline,PROVEN,9,Positive
also,AQUA D PURE,9,Negative
also,Aquatec plus,9,Positive
also,Havells,9,Negative
amazon,Kinsco,9,Positive
amazon,Native by UC,9,Positive
amazon,PROVEN,9,Positive
amc,KENT,9,Negative
attend,Aquaguard,9,Negative
attended,Aquaguard,9,Negative
awesome,KENT,9,Positive
better,Native by UC,9,Positive
broke,KENT,9,Negative
buy,KENT,9,Neutral
call,AQUA D PURE,9,Positive
call,KENT,9,Positive
came,KENT,9,Positive
cannot,Aquaguard,9,Negative
capacity,Kinsco,9,Positive
cartridge,Aquaguard,9,Positive
change,HUL Pureit,9,Positive
charges,KENT,9,Negative
check,KENT,9,Positive
clean,KENT,9,Negative
company,Native by UC,9,Positive
consumer,Aquaguard,9,Negative
copper,PROVEN,9,Positive
cost,Aquaguard,9,Positive
cost,PEORE,9,Positive
could,AQUA D PURE,9,Positive
could,Aquatec plus,9,Positive
could,Faber,9,Negative
could,Havells,9,Positive
could,Native by UC,9,Neutral
customer,V-Guard,9,Positive
customers,Aquaguard,9,Negative
date,KENT,9,Positive
day,V-Guard,9,Positive
days,Faber,9,Negative
delivery,Kinsco,9,Positive
despite,Aquaguard,9,Negative
device,Aquaguard,9,Positive
don’t,Aquaguard,9,Positive
don't,Havells,9,Negative
easy,PROVEN,9,Positive
engineer,KENT,9,Negative
every,Livpure,9,Positive
every,Native by UC,9,Positive
excellent,Native by UC,9,Positive
experience,Livpure,9,Positive
extra,KENT,9,Negative
extra,Livpure,9,Positive
fast,Livpure,9,Positive
fast,PROVEN,9,Positive
faulty,KENT,9,Negative
features,Havells,9,Positive
feel,Aquaguard,9,Positive
fill,KENT,9,Negative
filter,AquaDart,9,Positive
filter,AQUAULTRA,9,Negative
filtering,RAMA,9,Positive
filters,Livpure,9,Positive
flow,Aquaguard,9,Negative
found,KENT,9,Positive
frequently,KENT,9,Negative
get,HUL Pureit,9,Positive
getting,KENT,9,Positive
give,Aquaguard,9,Positive
giving,Livpure,9,Positive
go,Havells,9,Positive
going,Aquaguard,9,Negative
going,KENT,9,Negative
good,AO Smith,9,Negative
got,HUL Pureit,9,Negative
got,HUL Pureit,9,Positive
home,KENT,9,Negative
hours,KENT,9,Negative
inside,KENT,9,Negative
installation,AQUA D PURE,9,Neutral
installation,AquaDart,9,Positive
installation,Faber,9,Negative
installation,Kinsco,9,Negative
installation,PROVEN,9,Neutral
installation,ROYAL AQUAFRESH,9,Negative
issue,Havells,9,Positive
it’s,Havells,9,Positive
job,V-Guard,9,Positive
last,Havells,9,Positive
level,Livpure,9,Positive
light,Aquaguard,9,Positive
like,Aquatec plus,9,Positive
like,Livpure,9,Negative
loaded,Faber,9,Negative
loaded,Native by UC,9,Neutral
look,Livpure,9,Positive
m2,Native by UC,9,Positive
machine,Native by UC,9,Positive
make,KENT,9,Positive
many,KENT,9,Negative
market,Kinsco,9,Positive
media,Faber,9,Negative
media,Native by UC,9,Neutral
money,Kinsco,9,Negative
month,AquaDart,9,Positive
months,Kinsco,9,Negative
months,V-Guard,9,Negative
mr,V-Guard,9,Positive
much,AQUA D PURE,9,Positive
need,Kinsco,9,Positive
nice,AQUA LIBRA WITH DEVICE,9,Positive
nice,DHANVI AquaFresh,9,Positive
one,Aquatec plus,9,Positive
option,Livpure,9,Positive
ordered,Livpure,9,Positive
overall,PROVEN,9,Positive
pathetic,Livpure,9,Negative
pay,Aquaguard,9,Positive
pay,KENT,9,Positive
performance,HUL Pureit,9,Positive
performance,Kinsco,9,Positive
person,Livpure,9,Negative
person,Livpure,9,Positive
plastic,KENT,9,Positive
please,Livpure,9,Positive
poor,HUL Pureit,9,Negative
poor,Kinsco,9,Negative
poor,Livpure,9,Negative
price,AQUA FRISCH,9,Positive
price,AquaDart,9,Positive
problem,PROVEN,9,Positive
product,Havells,9,Neutral
product,HOME-PRO,9,Negative
product,R.K. AQUA FRESH INDIA,9,Negative
properly,Aquaguard,9,Positive
quality,AQUA LIBRA WITH DEVICE,9,Positive
quick,Aquaguard,9,Positive
really,RAMA,9,Positive
recently,AO Smith,9,Positive
recommend,AO Smith,9,Positive
recommend,Livpure,9,Positive
replacement,KENT,9,Positive
review,Aquaguard,9,Negative
ro,AQUA D PURE,9,Negative
ro,AQUA D PURE,9,Neutral
ro,RAMA,9,Positive
satisfied,Havells,9,Positive
say,Livpure,9,Positive
saying,KENT,9,Negative
saying,KENT,9,Positive
service,AQUA FRISCH,9,Positive
services,Aquaguard,9,Positive
services,KENT,9,Negative
servicing,Aquaguard,9,Negative
since,AO Smith,9,Positive
since,Kinsco,9,Positive
smooth,AQUA D PURE,9,Positive
sound,KENT,9,Negative
spend,KENT,9,Negative
stop,KENT,9,Negative
stops,Aquaguard,9,Negative
support,PROVEN,9,Positive
taking,Aquaguard,9,Negative
tap,HUL Pureit,9,Positive
tap,KENT,9,Positive
tds,V-Guard,9,Negative
technician,AQUA D PURE,9,Negative
technician,Havells,9,Negative
test,PROVEN,9,Positive
thank,AQUA D PURE,9,Positive
thank,Aquaguard,9,Positive
thank,Kinsco,9,Positive
thank,PROVEN,9,Positive
till,KENT,9,Positive
top,KENT,9,Negative
tried,Aquaguard,9,Negative
two,Aquaguard,9,Negative
unit,KENT,9,Negative
use,Native by UC,9,Positive
used,Kinsco,9,Positive
useful,Aquaguard,9,Positive
uv,Livpure,9,Positive
value,AO Smith,9,Positive
value,Aquatec plus,9,Positive
want,Aquaguard,9,Positive
warm,Havells,9,Positive
water,Aquaguard,9,Neutral
water,Havells,9,Neutral
week,HUL Pureit,9,Negative
well,Aquaguard,9,Negative
well,KENT,9,Negative
well,Native by UC,9,Positive
within,AQUA D PURE,9,Positive
without,Kinsco,9,Positive
work,AQUA D PURE,9,Positive
working,R.K. AQUA FRESH INDIA,9,Negative
works,AO Smith,9,Positive
works,Havells,9,Positive
would,AQUA D PURE,9,Positive
would,Livpure,9,Positive
और,KENT,9,Positive
,AQUA D PURE,8,Positive
,Aquatec plus,8,Positive
,Havells,8,Positive
,Kinsco,8,Negative
,V-Guard,8,Positive
!,Aquaguard,8,Positive
&,AO Smith,8,Positive
1,KENT,8,Neutral
10,Livpure,8,Negative
10,Livpure,8,Positive
15,Aquaguard,8,Positive
7,Aquaguard,8,Positive
able,KENT,8,Negative
additional,Livpure,8,Positive
almost,Aquaguard,8,Negative
also,AquaDart,8,Positive
always,KENT,8,Positive
amazing,AO Smith,8,Positive
amazing,Livpure,8,Positive
amazon,Livpure,8,Negative
amc,Aquaguard,8,Positive
amc,Havells,8,Negative
another,KENT,8,Positive
anyone,KENT,8,Negative
around,HUL Pureit,8,Positive
around,KENT,8,Negative
around,KENT,8,Positive
around,PEORE,8,Positive
awesome,Havells,8,Positive
awesome,Kinsco,8,Positive
awesome,Livpure,8,Positive
awesome,PROVEN,8,Positive
back,Livpure,8,Positive
bad,Havells,8,Negative
bad,HOME-PRO,8,Negative
bad,Kinsco,8,Negative
big,Aquaguard,8,Negative
booked,Aquaguard,8,Negative
bottom,RAMA,8,Positive
bought,Livpure,8,Negative
box,KENT,8,Negative
buy,AO Smith,8,Positive
buy,AQUA D PURE,8,Negative
buy,Native by UC,8,Positive
buying,Aquaguard,8,Positive
buying,HUL Pureit,8,Negative
buying,KENT,8,Positive
can't,Aquaguard,8,Negative
capacity,KENT,8,Negative
care,KENT,8,Negative
care,Kinsco,8,Positive
centre,KENT,8,Negative
charges,Aquaguard,8,Negative
class,Aquaguard,8,Positive
clean,AQUA D PURE,8,Positive
comes,KENT,8,Positive
company,HUL Pureit,8,Negative
complain,Aquaguard,8,Negative
